1,2,14.0,55,4,0,16.568260549125636
2,3,14.0,75,5,0,36.22582704659747
3,4,14.0,140,11,0,12.960304250181952
4,267,14.0,73,8,0,59.56944556795888
267,5,14.0,63,6,0,85.92118205314218
5,6,14.0,134,10,0,84.60670184201325
6,7,14.0,130,6,0,67.85594301123804
7,8,14.0,139,9,0,83.64822433068825
8,9,7.0,134,10,0,58.00852840904804
9,10,7.0,66,7,0,79.72479961485904
10,11,7.0,65,8,0,70.61629635720223
11,12,7.0,85,9,0,17.49193376809892
12,13,7.0,63,5,0,12.642893296654679
13,14,7.0,68,4,0,16.51565997617742
14,15,7.0,48,3,0,24.966375519641016
15,16,7.0,222,7,0,90.52245955807543
16,272,10.5,99,4,0,29.443030195650486
272,17,10.5,16,0,0,33.42321432499495
17,18,17.5,137,2,1,29.257570510647813
18,19,17.5,94,1,0,37.440204048356726
19,20,17.5,177,4,0,89.54213229452242
20,21,17.5,88,2,0,73.40763150368899
21,22,17.5,108,1,0,26.721572402781625
22,55,14.0,112,4,0,30.568879172959164
55,54,3.5,60,2,0,6.318414069269895
54,53,3.5,43,0,0,3.8649096468226007
53,52,3.5,25,0,0,94.78799636640399
52,51,3.5,39,0,0,58.490825405728856
21,51,3.5,45,1,0,17.69998046440594
50,51,3.5,83,0,0,5.82776162967964
20,50,3.5,43,0,0,8.520466420920725
50,49,3.5,35,0,0,3.137074452284072
49,63,3.5,42,0,0,13.708155393240585
63,52,3.5,42,0,0,78.07407531616273
49,48,3.5,44,0,0,87.46643831353803
62,48,3.5,48,0,0,85.47909491860115
63,62,3.5,36,0,0,38.667620005915936
63,61,3.5,35,0,0,84.7303166678725
60,61,3.5,47,0,0,53.09778542362524
48,60,3.5,28,0,0,25.61610579016763
47,48,3.5,36,0,0,0.7659102762270886
47,277,3.5,76,0,0,72.54556572481158
50,277,3.5,38,0,0,23.86291154404144
46,47,3.5,16,0,0,11.171283550808198
46,276,3.5,79,0,0,99.72588025963155
45,276,3.5,50,0,0,35.05013431973928
19,45,3.5,93,2,0,17.267163431336485
44,45,3.5,133,4,0,77.68224073524519
44,274,3.5,71,1,0,11.936450884528881
275,274,3.5,55,0,0,16.418108516325457
274,56,3.5,56,0,0,26.270372448630074
57,56,3.5,75,0,0,69.94001946313236
57,46,3.5,62,0,0,8.870416928863778
56,71,3.5,17,0,0,30.17799338708792
71,58,3.5,74,0,0,42.45245078712661
57,58,3.5,16,0,0,28.104596461304244
47,58,3.5,64,0,0,92.24739749077679
58,59,3.5,36,0,0,39.74465687416166
60,59,3.5,38,0,0,34.28730523877481
59,278,3.5,35,0,0,1.8309001489304033
278,72,3.5,35,0,0,59.93367889155133
71,72,3.5,39,0,0,38.25939090899679
279,278,3.5,159,1,0,93.81174867984552
279,104,3.5,64,0,0,27.925861012479004
104,72,3.5,68,0,0,15.587310381465402
279,186,3.5,22,0,0,57.88441064464299
187,186,3.5,76,0,0,18.826847055799135
64,61,3.5,37,0,0,41.6565744872607
52,64,3.5,71,0,0,61.73888871874568
64,65,3.5,30,0,0,42.99908129203429
53,65,3.5,68,0,0,91.19430258183225
66,65,3.5,43,0,0,85.01929737951306
54,66,3.5,57,0,0,65.6067276117312
67,55,14.0,75,2,0,2.1007385249307897
67,69,14.0,68,3,0,88.4325623030877
67,68,3.5,102,1,0,20.815083789254054
68,69,3.5,60,4,0,62.23124244724575
68,70,3.5,35,0,0,29.4407397086188
66,70,3.5,101,0,0,33.86863129761615
69,106,14.0,67,1,0,48.56029891183164
106,105,3.5,117,5,0,63.57111553650289
70,105,3.5,63,0,0,76.78386182422432
186,105,3.5,73,0,0,72.30381659319481
105,179,3.5,45,1,0,58.49559296349497
179,183,3.5,38,1,0,1.735572218687087
183,280,3.5,44,0,0,28.74845677379775
280,180,3.5,39,0,0,8.32306307007512
106,180,14.0,66,0,0,32.52730267628618
180,185,14.0,46,1,0,47.74331697830556
184,185,3.5,83,2,0,26.334506058643026
183,184,3.5,43,1,0,55.18806112642817
182,184,3.5,71,1,0,35.50114015494974
176,182,3.5,114,2,0,57.44298273200379
185,176,14.0,51,0,0,8.970447968751994
187,181,3.5,25,0,0,24.56756869194814
179,181,3.5,86,0,0,78.82252711545001
181,281,3.5,41,0,0,35.79486737865159
281,182,3.5,52,0,0,67.09269122526166
176,177,14.0,72,1,0,24.526056747697332
177,289,14.0,55,2,0,31.06915591899083
289,178,14.0,67,1,0,16.644488719088045
287,178,3.5,53,1,0,68.24662276275369
288,287,3.5,59,0,0,29.518309083354154
289,288,3.5,74,1,0,16.259386393886587
174,177,7.0,127,0,0,34.80118660218287
282,174,7.0,38,0,0,63.3517945660528
172,282,7.0,51,0,0,15.31655023066386
170,172,7.0,75,0,0,26.25329198470667
169,170,7.0,171,0,0,46.72634815236485
103,169,3.5,148,1,0,93.48839829319584
44,103,3.5,143,0,0,19.497878736991648
102,103,7.0,63,0,0,1.1301285152018337
43,102,3.5,145,1,0,1.026544153117681
43,273,7.0,27,0,0,93.972074457474
273,44,7.0,39,0,0,4.952207284958621
42,43,7.0,51,0,0,27.363955746659453
42,18,21.0,206,3,0,58.5495953078543
41,42,7.0,98,0,1,63.8693781482887
41,17,3.5,159,4,0,5.73275169410179
101,102,7.0,79,1,0,58.622530449020516
42,101,21.0,154,2,0,71.53640719345915
169,167,3.5,70,0,0,23.74316605172614
168,169,3.5,69,1,0,27.862184673013314
102,168,3.5,162,0,0,88.7273386641749
304,167,3.5,94,3,0,56.4583446628224
304,171,3.5,74,0,0,50.36200305095097
170,284,3.5,63,1,0,24.10522643519225
284,285,3.5,21,0,0,51.654561760254516
172,283,3.5,20,0,0,81.07849052157783
282,283,3.5,63,0,0,22.211452144096544
284,171,3.5,62,1,0,51.81695234951056
171,217,3.5,52,0,0,88.56903527740918
217,173,3.5,33,0,0,58.76326215986899
286,283,3.5,71,0,0,2.669160885857358
173,286,3.5,40,0,0,12.57308301478669
173,175,3.5,80,0,0,84.31414098517708
174,175,3.5,127,0,0,17.76946082698938
287,175,3.5,74,0,0,90.45522397889957
221,175,3.5,130,1,0,50.00261500519068
221,220,3.5,16,0,0,46.505579649557696
221,223,3.5,66,0,0,34.624809480429896
223,222,3.5,47,0,0,24.172712619967506
222,220,3.5,59,0,0,98.80376796374706
223,226,3.5,42,0,0,99.00616323448298
226,227,3.5,29,0,0,39.30697341858782
290,178,14.0,238,2,0,34.65701097992571
290,228,14.0,91,4,0,45.119619450869685
227,228,3.5,74,2,0,42.302716043114174
229,228,14.0,56,0,0,58.62167264324674
291,229,28.0,139,1,0,15.772973461768425
266,291,28.0,87,1,0,71.08669647220435
265,266,28.0,49,1,0,95.12711341489062
222,224,3.5,70,0,0,69.21302895732788
224,225,3.5,33,0,0,59.96965808379392
225,227,3.5,47,0,0,3.6288222597903763
225,226,3.5,66,0,0,71.10931927503391
219,220,3.5,54,0,0,73.75592750896334
218,219,3.5,33,0,0,3.879309181021995
218,217,3.5,130,0,0,37.79258097229753
173,219,3.5,128,0,0,30.81835235634488
167,214,3.5,168,1,0,32.235894762628284
214,215,7.0,85,0,0,4.01113419799255
215,216,7.0,82,0,0,75.80569345385358
215,263,3.5,74,0,0,27.512946205349042
262,263,3.5,59,1,0,31.482483938738227
214,262,3.5,101,0,0,63.864788536346936
263,264,3.5,114,0,0,36.63595295934472
216,218,3.5,68,0,0,42.98349918490134
171,216,3.5,135,1,0,26.72535785315183
264,265,3.5,78,0,0,81.43683581967245
264,266,3.5,136,0,0,63.47803508953476
262,261,3.5,91,1,0,51.360149379200024
261,265,28.0,125,2,0,3.673867457588431
165,164,3.5,26,0,0,57.96879378062075
165,166,3.5,25,0,0,31.061961828523078
167,166,3.5,140,0,0,54.82105955355284
303,164,21.0,103,0,0,68.99865343565638
101,303,21.0,117,1,0,5.626387334457849
165,210,3.5,149,1,0,80.56083712637864
211,166,3.5,162,3,0,99.21003192038495
211,212,7.0,48,2,0,67.34206245234029
212,213,7.0,53,0,0,23.724926345742947
213,167,3.5,174,0,0,76.06824432222815
213,214,7.0,62,0,0,81.93160405279647
259,213,3.5,101,0,0,44.39192340226443
212,257,3.5,95,0,0,50.0135361289651
256,257,3.5,56,1,0,48.91468063882185
209,210,7.0,31,0,0,63.07177943876987
210,211,7.0,48,3,0,93.04315891634957
256,211,3.5,96,4,0,71.81211846381264
292,210,3.5,152,1,0,18.362298586867233
292,254,3.5,59,2,0,26.97809369155415
254,255,3.5,48,2,0,28.817565988027738
255,256,3.5,106,1,0,14.376644966740804
258,255,28.0,56,1,0,98.89536428452568
257,258,3.5,98,0,0,87.94641159616066
257,259,3.5,79,0,0,2.87210977839647
259,260,3.5,88,1,0,28.432576746744132
258,260,28.0,93,3,0,40.64866570326895
260,261,28.0,59,0,0,75.548079326563
209,164,21.0,151,2,0,62.88991198232331
253,254,28.0,146,0,1,87.8592810864365
163,164,3.5,154,0,1,12.836743193426269
253,208,3.5,195,2,0,55.676402039871405
208,163,3.5,160,3,0,90.3358099026112
252,253,28.0,35,0,0,8.60937325034763
162,163,3.5,20,0,0,7.096637721385923
161,162,3.5,42,1,0,80.16749659085825
126,161,14.0,140,5,0,65.89298714161039
126,98,14.0,121,7,0,72.89048909031996
97,98,14.0,30,1,0,83.40286556017948
38,97,14.0,115,5,0,61.19010184396366
38,39,3.5,31,1,0,94.79280346588632
39,40,3.5,28,0,0,82.67809235162666
98,99,3.5,43,1,0,64.59884586728262
99,100,3.5,21,0,0,55.702402470237026
100,41,3.5,193,3,0,35.12966792503822
100,128,3.5,119,3,0,47.5416255915025
127,126,3.5,45,1,0,77.7946968477879
128,127,3.5,20,0,0,53.609042281721564
163,128,3.5,118,1,0,26.296555795793243
99,127,3.5,119,4,0,38.056400302081414
162,127,3.5,131,2,0,98.94189168304028
162,208,3.5,167,4,0,7.155487110353597
207,161,14.0,148,9,0,30.969082673318404
215,207,14.0,67,4,0,71.43614886066385
252,251,3.5,142,4,0,83.99611030454268
251,250,14.0,138,6,0,5.460983602748993
250,252,28.0,77,1,0,59.49958463482853
125,126,7.0,116,1,0,31.34102367037148
95,125,3.5,129,4,0,61.325773125585805
96,95,3.5,44,3,0,91.5853616303957
96,37,3.5,81,1,0,91.6955649236958
269,37,3.5,71,4,0,1.8213289287763113
15,269,3.5,56,3,0,3.2397756905275577
160,125,3.5,132,4,0,96.8129676118322
124,94,3.5,137,3,0,79.63915631417322
125,124,7.0,62,1,0,58.641165600319226
160,159,3.5,61,1,0,1.1337466789747674
159,124,3.5,127,0,0,51.6529151189411
